Scenario;Area;Year;Population
SSP2;Cyprus;2035;1342.5
SSP2;Cyprus;2040;1368.4
SSP2;Cyprus;2045;1394.8
SSP2;Cyprus;2050;1421.6
SSP2;Cyprus;2055;1443.4
SSP2;Cyprus;2060;1459.2
SSP2;Cyprus;2065;1466.3
SSP2;Cyprus;2070;1465.2
SSP2;Cyprus;2075;1456.4
SSP2;Cyprus;2080;1439.9
SSP2;Cyprus;2085;1417
SSP2;Cyprus;2090;1390.7
SSP2;Cyprus;2095;1363.9
SSP2;Cyprus;2100;1336.7
SSP2;Czech Republic;2020;10537.9
SSP2;Czech Republic;2025;10850.7
SSP2;Czech Republic;2030;10712.5
SSP2;Czech Republic;2035;10556.4
SSP2;Czech Republic;2040;10419.2
SSP2;Czech Republic;2045;10318.6
SSP2;Czech Republic;2050;10246
SSP2;Czech Republic;2055;10176.9
SSP2;Czech Republic;2060;10085.4
SSP2;Czech Republic;2065;9951.6
SSP2;Czech Republic;2070;9785
SSP2;Czech Republic;2075;9615.2
SSP2;Czech Republic;2080;9464.7
SSP2;Czech Republic;2085;9339.5
SSP2;Czech Republic;2090;9230.3
SSP2;Czech Republic;2095;9128.6
SSP2;Czech Republic;2100;9021.4
SSP2;Democratic People's Republic of Korea;2020;25813.2
SSP2;Democratic People's Republic of Korea;2025;26398.7
SSP2;Democratic People's Republic of Korea;2030;26532
SSP2;Democratic People's Republic of Korea;2035;26376.5
SSP2;Democratic People's Republic of Korea;2040;26077.6
SSP2;Democratic People's Republic of Korea;2045;25672.3
SSP2;Democratic People's Republic of Korea;2050;25211.2
SSP2;Democratic People's Republic of Korea;2055;24682.4
SSP2;Democratic People's Republic of Korea;2060;24019.7
SSP2;Democratic People's Republic of Korea;2065;23256.6
SSP2;Democratic People's Republic of Korea;2070;22484.9
SSP2;Democratic People's Republic of Korea;2075;21732.9
SSP2;Democratic People's Republic of Korea;2080;20997.3
SSP2;Democratic People's Republic of Korea;2085;20258.3
SSP2;Democratic People's Republic of Korea;2090;19492.2
SSP2;Democratic People's Republic of Korea;2095;18699.7
SSP2;Democratic People's Republic of Korea;2100;17918.6
SSP2;Democratic Republic of the Congo;2020;91331.9
SSP2;Democratic Republic of the Congo;2025;107545.1
SSP2;Democratic Republic of the Congo;2030;125550.6
SSP2;Democratic Republic of the Congo;2035;144875
SSP2;Democratic Republic of the Congo;2040;165357.5
SSP2;Democratic Republic of the Congo;2045;186686.5
SSP2;Democratic Republic of the Congo;2050;208416.3
SSP2;Democratic Republic of the Congo;2055;230056.6
SSP2;Democratic Republic of the Congo;2060;251273.7
SSP2;Democratic Republic of the Congo;2065;271615
SSP2;Democratic Republic of the Congo;2070;290858.5
SSP2;Democratic Republic of the Congo;2075;308709.7
SSP2;Democratic Republic of the Congo;2080;324729.9
SSP2;Democratic Republic of the Congo;2085;338710.7
SSP2;Democratic Republic of the Congo;2090;349973.5
SSP2;Democratic Republic of the Congo;2095;358578
SSP2;Democratic Republic of the Congo;2100;364554.7
SSP2;Denmark;2020;5810.8
SSP2;Denmark;2025;5903.4
SSP2;Denmark;2030;5965.5
SSP2;Denmark;2035;6019.9
SSP2;Denmark;2040;6066.4
SSP2;Denmark;2045;6112.5
SSP2;Denmark;2050;6170.3
SSP2;Denmark;2055;6226.6
SSP2;Denmark;2060;6284.5
SSP2;Denmark;2065;6341.7
SSP2;Denmark;2070;6401
SSP2;Denmark;2075;6461.1
SSP2;Denmark;2080;6516.1
SSP2;Denmark;2085;6555.9
SSP2;Denmark;2090;6577.2
SSP2;Denmark;2095;6586.4
SSP2;Denmark;2100;6591.5
SSP2;Djibouti;2020;1082.3
SSP2;Djibouti;2025;1154
SSP2;Djibouti;2030;1223.7
SSP2;Djibouti;2035;1288.3
SSP2;Djibouti;2040;1345.5
SSP2;Djibouti;2045;1393.7
SSP2;Djibouti;2050;1429.3
SSP2;Djibouti;2055;1454.3
SSP2;Djibouti;2060;1468.8
SSP2;Djibouti;2065;1476.1
SSP2;Djibouti;2070;1478
SSP2;Djibouti;2075;1474.7
SSP2;Djibouti;2080;1465
SSP2;Djibouti;2085;1449.6
SSP2;Djibouti;2090;1428.8
SSP2;Djibouti;2095;1404
SSP2;Djibouti;2100;1376.3
SSP2;Dominican Republic;2020;10939.3
SSP2;Dominican Republic;2025;11536.8
SSP2;Dominican Republic;2030;12067.6
SSP2;Dominican Republic;2035;12519.2
SSP2;Dominican Republic;2040;12880.6
SSP2;Dominican Republic;2045;13146.1
SSP2;Dominican Republic;2050;13344.9
SSP2;Dominican Republic;2055;13484.8
SSP2;Dominican Republic;2060;13570.6
SSP2;Dominican Republic;2065;13605.3
SSP2;Dominican Republic;2070;13592.2
SSP2;Dominican Republic;2075;13539.1
SSP2;Dominican Republic;2080;13448.4
SSP2;Dominican Republic;2085;13331.6
SSP2;Dominican Republic;2090;13193.4
SSP2;Dominican Republic;2095;13039.7
SSP2;Dominican Republic;2100;12870.1
SSP2;Ecuador;2020;17487.2
SSP2;Ecuador;2025;18413.7
SSP2;Ecuador;2030;19312
SSP2;Ecuador;2035;20080.2
SSP2;Ecuador;2040;20701.8
SSP2;Ecuador;2045;21206.4
SSP2;Ecuador;2050;21603.5
SSP2;Ecuador;2055;21892.1
SSP2;Ecuador;2060;22071.3
SSP2;Ecuador;2065;22148.4
SSP2;Ecuador;2070;22128
SSP2;Ecuador;2075;22007.4
SSP2;Ecuador;2080;21799.4
SSP2;Ecuador;2085;21515.6
SSP2;Ecuador;2090;21174.4
SSP2;Ecuador;2095;20791.8
SSP2;Ecuador;2100;20392.9
SSP2;Egypt;2020;106538.7
SSP2;Egypt;2025;116005.3
SSP2;Egypt;2030;125575.3
SSP2;Egypt;2035;135248.2
SSP2;Egypt;2040;145029.7
SSP2;Egypt;2045;154453.8
SSP2;Egypt;2050;163109.9
SSP2;Egypt;2055;170865.6
SSP2;Egypt;2060;177736.8
SSP2;Egypt;2065;183488.6
SSP2;Egypt;2070;188169.7
SSP2;Egypt;2075;192031.4
SSP2;Egypt;2080;195189.2
SSP2;Egypt;2085;197617.9
SSP2;Egypt;2090;199496.2
SSP2;Egypt;2095;200615.4
SSP2;Egypt;2100;200998.2
SSP2;El Salvador;2020;6280.9
SSP2;El Salvador;2025;6372.9
SSP2;El Salvador;2030;6451.9
SSP2;El Salvador;2035;6486.7
SSP2;El Salvador;2040;6481.1
SSP2;El Salvador;2045;6442.3
SSP2;El Salvador;2050;6372.5
SSP2;El Salvador;2055;6275.7
SSP2;El Salvador;2060;6154.4
SSP2;El Salvador;2065;6027.3
SSP2;El Salvador;2070;5894.7
SSP2;El Salvador;2075;5757.7
SSP2;El Salvador;2080;5616.2
SSP2;El Salvador;2085;5473.6
SSP2;El Salvador;2090;5334
SSP2;El Salvador;2095;5203.9
SSP2;El Salvador;2100;5092.7
SSP2;Equatorial Guinea;2020;1578.4
SSP2;Equatorial Guinea;2025;1790.9
SSP2;Equatorial Guinea;2030;2009.5
SSP2;Equatorial Guinea;2035;2231.8
SSP2;Equatorial Guinea;2040;2453.5
SSP2;Equatorial Guinea;2045;2671.2
SSP2;Equatorial Guinea;2050;2879.7
SSP2;Equatorial Guinea;2055;3072.5
SSP2;Equatorial Guinea;2060;3245.2
SSP2;Equatorial Guinea;2065;3394.2
SSP2;Equatorial Guinea;2070;3514.9
SSP2;Equatorial Guinea;2075;3607
SSP2;Equatorial Guinea;2080;3667.8
SSP2;Equatorial Guinea;2085;3705.6
SSP2;Equatorial Guinea;2090;3719.8
SSP2;Equatorial Guinea;2095;3709.8
SSP2;Equatorial Guinea;2100;3674.4
SSP2;Eritrea;2020;3523.7
SSP2;Eritrea;2025;3856
SSP2;Eritrea;2030;4210.7
SSP2;Eritrea;2035;4561.3
SSP2;Eritrea;2040;4884.2
SSP2;Eritrea;2045;5163.3
SSP2;Eritrea;2050;5400.7
SSP2;Eritrea;2055;5600.5
SSP2;Eritrea;2060;5766.2
SSP2;Eritrea;2065;5908.2
SSP2;Eritrea;2070;6013.7
SSP2;Eritrea;2075;6080.5
SSP2;Eritrea;2080;6121.5
SSP2;Eritrea;2085;6145
SSP2;Eritrea;2090;6154.9
SSP2;Eritrea;2095;6150.5
SSP2;Eritrea;2100;6135
SSP2;Estonia;2020;1329.1
SSP2;Estonia;2025;1347.6
SSP2;Estonia;2030;1312.1
SSP2;Estonia;2035;1279.8
SSP2;Estonia;2040;1253.2
SSP2;Estonia;2045;1232
SSP2;Estonia;2050;1214
SSP2;Estonia;2055;1196.2
SSP2;Estonia;2060;1177.5
SSP2;Estonia;2065;1158.1
SSP2;Estonia;2070;1138.6
SSP2;Estonia;2075;1119.6
SSP2;Estonia;2080;1101.3
SSP2;Estonia;2085;1083.9
SSP2;Estonia;2090;1067.5
SSP2;Estonia;2095;1051.9
SSP2;Estonia;2100;1035.7
SSP2;Ethiopia;2020;115638.4
SSP2;Ethiopia;2025;130850.6
SSP2;Ethiopia;2030;146755.3
SSP2;Ethiopia;2035;162798.2
SSP2;Ethiopia;2040;178592.4
SSP2;Ethiopia;2045;193921.5
SSP2;Ethiopia;2050;208768.7
SSP2;Ethiopia;2055;222918.5
SSP2;Ethiopia;2060;236175.2
SSP2;Ethiopia;2065;247804.6
SSP2;Ethiopia;2070;257762.3
SSP2;Ethiopia;2075;265654.1
SSP2;Ethiopia;2080;271691
SSP2;Ethiopia;2085;276343.8
SSP2;Ethiopia;2090;279794.3
SSP2;Ethiopia;2095;282004.2
SSP2;Ethiopia;2100;282973.1
SSP2;Fiji;2020;918.1
SSP2;Fiji;2025;941.9
SSP2;Fiji;2030;959.5
SSP2;Fiji;2035;970.3
SSP2;Fiji;2040;975.5
SSP2;Fiji;2045;974.4
SSP2;Fiji;2050;967.3
SSP2;Fiji;2055;956.7
SSP2;Fiji;2060;942.9
SSP2;Fiji;2065;929
SSP2;Fiji;2070;914.2
SSP2;Fiji;2075;899.2
SSP2;Fiji;2080;885.4
SSP2;Fiji;2085;872.5
SSP2;Fiji;2090;861.4
SSP2;Fiji;2095;851.3
SSP2;Fiji;2100;842.6
SSP2;Finland;2020;5525.2
SSP2;Finland;2025;5536.6
SSP2;Finland;2030;5514.1
SSP2;Finland;2035;5493.6
SSP2;Finland;2040;5476.8
SSP2;Finland;2045;5466.1
SSP2;Finland;2050;5472.2
SSP2;Finland;2055;5469.4
SSP2;Finland;2060;5468.9
SSP2;Finland;2065;5476.5
SSP2;Finland;2070;5492.9
SSP2;Finland;2075;5508.2
SSP2;Finland;2080;5513.3
SSP2;Finland;2085;5505.8
SSP2;Finland;2090;5488.2
SSP2;Finland;2095;5467.1
SSP2;Finland;2100;5447.2
SSP2;France;2020;64457.8
SSP2;France;2025;65109.8
SSP2;France;2030;65776.1
SSP2;France;2035;66526
SSP2;France;2040;67310.2
SSP2;France;2045;68010.7
SSP2;France;2050;68605.6
SSP2;France;2055;69086.4
SSP2;France;2060;69542.3
SSP2;France;2065;69997.4
SSP2;France;2070;70469.1
SSP2;France;2075;70975.6
SSP2;France;2080;71488.3
SSP2;France;2085;71950.8
SSP2;France;2090;72352.7
SSP2;France;2095;72690.1
SSP2;France;2100;72904.1
SSP2;French Guiana;2020;287.8
SSP2;French Guiana;2025;321.8
SSP2;French Guiana;2030;355.3
SSP2;French Guiana;2035;387.8
SSP2;French Guiana;2040;418.9
SSP2;French Guiana;2045;448.2
SSP2;French Guiana;2050;476
SSP2;French Guiana;2055;501.7
SSP2;French Guiana;2060;525
SSP2;French Guiana;2065;545.1
SSP2;French Guiana;2070;561.8
SSP2;French Guiana;2075;576.5
SSP2;French Guiana;2080;589.8
SSP2;French Guiana;2085;601.5
SSP2;French Guiana;2090;611.4
SSP2;French Guiana;2095;619
SSP2;French Guiana;2100;624.1
SSP2;French Polynesia;2020;300.7
SSP2;French Polynesia;2025;310.9
SSP2;French Polynesia;2030;320.1
SSP2;French Polynesia;2035;327.7
SSP2;French Polynesia;2040;333.5
SSP2;French Polynesia;2045;337.2
SSP2;French Polynesia;2050;338.9
SSP2;French Polynesia;2055;338.1
SSP2;French Polynesia;2060;335.6
SSP2;French Polynesia;2065;332.4
SSP2;French Polynesia;2070;328.9
SSP2;French Polynesia;2075;325.1
SSP2;French Polynesia;2080;321
SSP2;French Polynesia;2085;316.8
SSP2;French Polynesia;2090;312.7
SSP2;French Polynesia;2095;309
SSP2;French Polynesia;2100;305.7
SSP2;Gabon;2020;2268
SSP2;Gabon;2025;2512.1
SSP2;Gabon;2030;2749.5
SSP2;Gabon;2035;2977.6
SSP2;Gabon;2040;3196.8
SSP2;Gabon;2045;3403.7
SSP2;Gabon;2050;3592.5
SSP2;Gabon;2055;3759.5
SSP2;Gabon;2060;3897.9
SSP2;Gabon;2065;4005.4
SSP2;Gabon;2070;4083.5
SSP2;Gabon;2075;4142.7
SSP2;Gabon;2080;4186.2
SSP2;Gabon;2085;4212
SSP2;Gabon;2090;4218.9
SSP2;Gabon;2095;4203.4
SSP2;Gabon;2100;4168.3
SSP2;Gambia;2020;2541
SSP2;Gambia;2025;2843.6
SSP2;Gambia;2030;3162
SSP2;Gambia;2035;3489.2
SSP2;Gambia;2040;3808
SSP2;Gambia;2045;4112.8
SSP2;Gambia;2050;4392.8
SSP2;Gambia;2055;4642.7
SSP2;Gambia;2060;4856.7
SSP2;Gambia;2065;5042.6
SSP2;Gambia;2070;5199.1
SSP2;Gambia;2075;5320.9
SSP2;Gambia;2080;5407.7
SSP2;Gambia;2085;5468.8
SSP2;Gambia;2090;5506.2
SSP2;Gambia;2095;5521.9
SSP2;Gambia;2100;5516.6
SSP2;Georgia;2020;3769.2
SSP2;Georgia;2025;3622
SSP2;Georgia;2030;3467.5
SSP2;Georgia;2035;3315.2
SSP2;Georgia;2040;3176.1
SSP2;Georgia;2045;3045.6
SSP2;Georgia;2050;2917.1
SSP2;Georgia;2055;2787.3
SSP2;Georgia;2060;2658
SSP2;Georgia;2065;2542.8
SSP2;Georgia;2070;2442.8
SSP2;Georgia;2075;2356.2
SSP2;Georgia;2080;2281.1
SSP2;Georgia;2085;2217.9
SSP2;Georgia;2090;2167.6
SSP2;Georgia;2095;2129.3
SSP2;Georgia;2100;2099.2
SSP2;Germany;2020;83267.7
SSP2;Germany;2025;83602.2
SSP2;Germany;2030;83018
SSP2;Germany;2035;82426
SSP2;Germany;2040;81891.8
SSP2;Germany;2045;81426.2
SSP2;Germany;2050;80961.1
SSP2;Germany;2055;80439
SSP2;Germany;2060;79880.7
SSP2;Germany;2065;79284.7
SSP2;Germany;2070;78739.2
SSP2;Germany;2075;78189.7
SSP2;Germany;2080;77509.6
SSP2;Germany;2085;76643.9
SSP2;Germany;2090;75646.9
SSP2;Germany;2095;74584.4
SSP2;Germany;2100;73462
SSP2;Ghana;2020;31849.2
SSP2;Ghana;2025;35288.7
SSP2;Ghana;2030;38789.3
SSP2;Ghana;2035;42307
SSP2;Ghana;2040;45854.7
SSP2;Ghana;2045;49364.3
SSP2;Ghana;2050;52754.4
SSP2;Ghana;2055;55856.3
SSP2;Ghana;2060;58698.7
SSP2;Ghana;2065;61211.2
SSP2;Ghana;2070;63461.5
SSP2;Ghana;2075;65404.8
SSP2;Ghana;2080;66987.9
SSP2;Ghana;2085;68242.6
SSP2;Ghana;2090;69208.5
SSP2;Ghana;2095;69897.5
SSP2;Ghana;2100;70336.1
SSP2;Greece;2020;10543.3
SSP2;Greece;2025;10364.5
SSP2;Greece;2030;10207.3
SSP2;Greece;2035;10072.9
SSP2;Greece;2040;9962.7
SSP2;Greece;2045;9866.4
SSP2;Greece;2050;9777.1
SSP2;Greece;2055;9666.9
SSP2;Greece;2060;9537.9
SSP2;Greece;2065;9389.6
SSP2;Greece;2070;9233.9
SSP2;Greece;2075;9079.7
SSP2;Greece;2080;8935.6
SSP2;Greece;2085;8801.4
SSP2;Greece;2090;8668.5
SSP2;Greece;2095;8523.3
SSP2;Greece;2100;8354.2
SSP2;Grenada;2020;123.2
SSP2;Grenada;2025;126.2
SSP2;Grenada;2030;128.2
SSP2;Grenada;2035;129.4
SSP2;Grenada;2040;130.3
SSP2;Grenada;2045;131.1
SSP2;Grenada;2050;131.5
SSP2;Grenada;2055;131.5
SSP2;Grenada;2060;130.9
SSP2;Grenada;2065;130.2
SSP2;Grenada;2070;129.3
SSP2;Grenada;2075;128.3
SSP2;Grenada;2080;126.9
SSP2;Grenada;2085;125.3
SSP2;Grenada;2090;123.8
SSP2;Grenada;2095;122.5
SSP2;Grenada;2100;121.4
SSP2;Guadeloupe;2020;395.1
SSP2;Guadeloupe;2025;397.7
SSP2;Guadeloupe;2030;401
SSP2;Guadeloupe;2035;402.3
SSP2;Guadeloupe;2040;401.8
SSP2;Guadeloupe;2045;399
SSP2;Guadeloupe;2050;395
SSP2;Guadeloupe;2055;390.9
SSP2;Guadeloupe;2060;387.2
SSP2;Guadeloupe;2065;384.5
SSP2;Guadeloupe;2070;383
SSP2;Guadeloupe;2075;382.7
SSP2;Guadeloupe;2080;383.8
SSP2;Guadeloupe;2085;385.7
SSP2;Guadeloupe;2090;387.8
SSP2;Guadeloupe;2095;389.1
SSP2;Guadeloupe;2100;389.5
SSP2;Guam;2020;168.6
SSP2;Guam;2025;173.2
SSP2;Guam;2030;177.6
SSP2;Guam;2035;181.4
SSP2;Guam;2040;184.3
SSP2;Guam;2045;186.1
SSP2;Guam;2050;186.8
SSP2;Guam;2055;186.5
SSP2;Guam;2060;185.8
SSP2;Guam;2065;185.4
SSP2;Guam;2070;185.4
SSP2;Guam;2075;185.7
SSP2;Guam;2080;185.9
SSP2;Guam;2085;186
SSP2;Guam;2090;185.9
SSP2;Guam;2095;185.7
SSP2;Guam;2100;185.3
SSP2;Guatemala;2020;17231.2
SSP2;Guatemala;2025;18589.7
SSP2;Guatemala;2030;19997.1
SSP2;Guatemala;2035;21288.8
SSP2;Guatemala;2040;22452.7
SSP2;Guatemala;2045;23452.1
SSP2;Guatemala;2050;24268.3
SSP2;Guatemala;2055;24903.1
SSP2;Guatemala;2060;25394
SSP2;Guatemala;2065;25765.7
SSP2;Guatemala;2070;26011.5
SSP2;Guatemala;2075;26122.2
SSP2;Guatemala;2080;26089.2
SSP2;Guatemala;2085;25938.9
SSP2;Guatemala;2090;25695.9
SSP2;Guatemala;2095;25380.2
SSP2;Guatemala;2100;25020.6
SSP2;Guinea;2020;13041.6
SSP2;Guinea;2025;14621.5
SSP2;Guinea;2030;16228.8
SSP2;Guinea;2035;17812.5
SSP2;Guinea;2040;19348.5
SSP2;Guinea;2045;20820.7
SSP2;Guinea;2050;22191.5
SSP2;Guinea;2055;23443.1
SSP2;Guinea;2060;24553.8
SSP2;Guinea;2065;25515.4
SSP2;Guinea;2070;26320.7
SSP2;Guinea;2075;26941.5
SSP2;Guinea;2080;27407
SSP2;Guinea;2085;27705.7
SSP2;Guinea;2090;27909.8
SSP2;Guinea;2095;28032.3
SSP2;Guinea;2100;28081.1
SSP2;Guinea-Bissau;2020;1993.3
SSP2;Guinea-Bissau;2025;2214.9
SSP2;Guinea-Bissau;2030;2436.4
SSP2;Guinea-Bissau;2035;2650.3
SSP2;Guinea-Bissau;2040;2854.3
SSP2;Guinea-Bissau;2045;3042.9
SSP2;Guinea-Bissau;2050;3210.3
SSP2;Guinea-Bissau;2055;3353.4
SSP2;Guinea-Bissau;2060;3473.3
SSP2;Guinea-Bissau;2065;3568.3
SSP2;Guinea-Bissau;2070;3637.4
SSP2;Guinea-Bissau;2075;3680.4
SSP2;Guinea-Bissau;2080;3701.8
SSP2;Guinea-Bissau;2085;3705.7
SSP2;Guinea-Bissau;2090;3693
SSP2;Guinea-Bissau;2095;3666
SSP2;Guinea-Bissau;2100;3626.3
SSP2;Guyana;2020;791.8
SSP2;Guyana;2025;808.1
SSP2;Guyana;2030;819.2
SSP2;Guyana;2035;823.6
SSP2;Guyana;2040;821.5
SSP2;Guyana;2045;813.1
SSP2;Guyana;2050;799.8
SSP2;Guyana;2055;783.6
SSP2;Guyana;2060;765.2
SSP2;Guyana;2065;748
SSP2;Guyana;2070;731.7
SSP2;Guyana;2075;716.1
SSP2;Guyana;2080;700.9
SSP2;Guyana;2085;686.1
SSP2;Guyana;2090;672.1
SSP2;Guyana;2095;659.2
SSP2;Guyana;2100;648
SSP2;Haiti;2020;11234.5
SSP2;Haiti;2025;12017.6
SSP2;Haiti;2030;12775.3
SSP2;Haiti;2035;13459.1
SSP2;Haiti;2040;14049.2
SSP2;Haiti;2045;14550.6
SSP2;Haiti;2050;14938.2
SSP2;Haiti;2055;15198
SSP2;Haiti;2060;15335.5
SSP2;Haiti;2065;15393.2
SSP2;Haiti;2070;15388.4
SSP2;Haiti;2075;15332.5
SSP2;Haiti;2080;15230.6
SSP2;Haiti;2085;15084.5
SSP2;Haiti;2090;14898
SSP2;Haiti;2095;14677
SSP2;Haiti;2100;14434.4
SSP2;Honduras;2020;10041.8
SSP2;Honduras;2025;10827.3
SSP2;Honduras;2030;11589.4
SSP2;Honduras;2035;12279.9
SSP2;Honduras;2040;12874.7
SSP2;Honduras;2045;13372
SSP2;Honduras;2050;13792.1
SSP2;Honduras;2055;14140.1
SSP2;Honduras;2060;14411.5
SSP2;Honduras;2065;14606.8
SSP2;Honduras;2070;14714.9
SSP2;Honduras;2075;14742.6
SSP2;Honduras;2080;14698.7
SSP2;Honduras;2085;14599.9
SSP2;Honduras;2090;14454.8
SSP2;Honduras;2095;14275.1
SSP2;Honduras;2100;14071.3
SSP2;Hong Kong Special Administrative Region of China;2020;7501.9
SSP2;Hong Kong Special Administrative Region of China;2025;7536.1
SSP2;Hong Kong Special Administrative Region of China;2030;7548.4
SSP2;Hong Kong Special Administrative Region of China;2035;7531.6
SSP2;Hong Kong Special Administrative Region of China;2040;7497.7
SSP2;Hong Kong Special Administrative Region of China;2045;7457.7
SSP2;Hong Kong Special Administrative Region of China;2050;7430.9
SSP2;Hong Kong Special Administrative Region of China;2055;7384.9
SSP2;Hong Kong Special Administrative Region of China;2060;7317.7
SSP2;Hong Kong Special Administrative Region of China;2065;7222.5
SSP2;Hong Kong Special Administrative Region of China;2070;7111.8
SSP2;Hong Kong Special Administrative Region of China;2075;6988.8
SSP2;Hong Kong Special Administrative Region of China;2080;6850.4
SSP2;Hong Kong Special Administrative Region of China;2085;6698.2
SSP2;Hong Kong Special Administrative Region of China;2090;6533.6
SSP2;Hong Kong Special Administrative Region of China;2095;6358.7
SSP2;Hong Kong Special Administrative Region of China;2100;6173
SSP2;Hungary;2020;9770.1
SSP2;Hungary;2025;9592.2
SSP2;Hungary;2030;9414.6
SSP2;Hungary;2035;9217.9
SSP2;Hungary;2040;9015.7
SSP2;Hungary;2045;8820.7
SSP2;Hungary;2050;8642.2
SSP2;Hungary;2055;8472
SSP2;Hungary;2060;8298.5
SSP2;Hungary;2065;8104.3
SSP2;Hungary;2070;7895.7
SSP2;Hungary;2075;7687
SSP2;Hungary;2080;7490.7
SSP2;Hungary;2085;7306.9
SSP2;Hungary;2090;7125.7
SSP2;Hungary;2095;6944.3
SSP2;Hungary;2100;6760.9
SSP2;Iceland;2020;364.3
SSP2;Iceland;2025;376.5
SSP2;Iceland;2030;387.1
SSP2;Iceland;2035;396.7
SSP2;Iceland;2040;405.2
SSP2;Iceland;2045;412.9
SSP2;Iceland;2050;420.2
SSP2;Iceland;2055;426.5
SSP2;Iceland;2060;432.3
SSP2;Iceland;2065;437.4
SSP2;Iceland;2070;441.9
SSP2;Iceland;2075;445.6
SSP2;Iceland;2080;448.3
SSP2;Iceland;2085;449.8
SSP2;Iceland;2090;450.4
SSP2;Iceland;2095;450.4
SSP2;Iceland;2100;450.8
SSP2;India;2020;1389966.4
SSP2;India;2025;1445479.6
SSP2;India;2030;1501725.4
SSP2;India;2035;1548067.5
SSP2;India;2040;1583687
SSP2;India;2045;1607694.6
SSP2;India;2050;1620357.9
SSP2;India;2055;1625062
SSP2;India;2060;1622571.7
SSP2;India;2065;1612142.5
SSP2;India;2070;1594675.8
SSP2;India;2075;1570023.7
SSP2;India;2080;1539493
SSP2;India;2085;1504980.7
SSP2;India;2090;1468261.3
SSP2;India;2095;1430166.6
SSP2;India;2100;1391608
SSP2;Indonesia;2020;270825.8
SSP2;Indonesia;2025;280692.7
SSP2;Indonesia;2030;290581.9
SSP2;Indonesia;2035;298639.1
SSP2;Indonesia;2040;304633.2
SSP2;Indonesia;2045;308598.1
SSP2;Indonesia;2050;310601.3
SSP2;Indonesia;2055;311209.3
SSP2;Indonesia;2060;310507.5
SSP2;Indonesia;2065;308659.8
SSP2;Indonesia;2070;305830.2
SSP2;Indonesia;2075;302177.6
SSP2;Indonesia;2080;297658.7
SSP2;Indonesia;2085;292400
SSP2;Indonesia;2090;286517
SSP2;Indonesia;2095;280119.9
SSP2;Indonesia;2100;273354.3
SSP2;Iran (Islamic Republic of);2020;86990.2
SSP2;Iran (Islamic Republic of);2025;90692.7
SSP2;Iran (Islamic Republic of);2030;94110.4
SSP2;Iran (Islamic Republic of);2035;96887
SSP2;Iran (Islamic Republic of);2040;99196.3
SSP2;Iran (Islamic Republic of);2045;101127.3
SSP2;Iran (Islamic Republic of);2050;102606.9
SSP2;Iran (Islamic Republic of);2055;103547.4
SSP2;Iran (Islamic Republic of);2060;103776.5
SSP2;Iran (Islamic Republic of);2065;103294.7
SSP2;Iran (Islamic Republic of);2070;102220
SSP2;Iran (Islamic Republic of);2075;100633
SSP2;Iran (Islamic Republic of);2080;98684.3
SSP2;Iran (Islamic Republic of);2085;96602
SSP2;Iran (Islamic Republic of);2090;94618.5
SSP2;Iran (Islamic Republic of);2095;92807.8
SSP2;Iran (Islamic Republic of);2100;91055.3
SSP2;Iraq;2020;42043
SSP2;Iraq;2025;47025.4
SSP2;Iraq;2030;52081.2
SSP2;Iraq;2035;57167.9
SSP2;Iraq;2040;62266.9
SSP2;Iraq;2045;67145.9
SSP2;Iraq;2050;71655.9
SSP2;Iraq;2055;75803.4
SSP2;Iraq;2060;79503.1
SSP2;Iraq;2065;82659.8
SSP2;Iraq;2070;85298.4
SSP2;Iraq;2075;87543.8
SSP2;Iraq;2080;89420
SSP2;Iraq;2085;90908
SSP2;Iraq;2090;91982.2
SSP2;Iraq;2095;92648.1
SSP2;Iraq;2100;92929.8
SSP2;Ireland;2020;4925.1
SSP2;Ireland;2025;5124.5
SSP2;Ireland;2030;5268.4
SSP2;Ireland;2035;5419.3
SSP2;Ireland;2040;5582.3
SSP2;Ireland;2045;5752.5
SSP2;Ireland;2050;5922.4
SSP2;Ireland;2055;6065.4
SSP2;Ireland;2060;6181.6
SSP2;Ireland;2065;6273.2
SSP2;Ireland;2070;6351
SSP2;Ireland;2075;6421.9
SSP2;Ireland;2080;6490.8
SSP2;Ireland;2085;6558.1
SSP2;Ireland;2090;6617.4
SSP2;Ireland;2095;6658.7
SSP2;Ireland;2100;6675.9
SSP2;Israel;2020;8685.6
SSP2;Israel;2025;9371.7
SSP2;Israel;2030;10047.2
SSP2;Israel;2035;10720.5
SSP2;Israel;2040;11417.6
SSP2;Israel;2045;12138.4
SSP2;Israel;2050;12864.6
SSP2;Israel;2055;13575.7
SSP2;Israel;2060;14256.9
SSP2;Israel;2065;14907.1
SSP2;Israel;2070;15537.1
SSP2;Israel;2075;16158.6
SSP2;Israel;2080;16773.6
SSP2;Israel;2085;17377.3
SSP2;Israel;2090;17963.3
SSP2;Israel;2095;18528.9
SSP2;Israel;2100;19074.9
SSP2;Italy;2020;59639.9
SSP2;Italy;2025;58929.3
SSP2;Italy;2030;58185.7
SSP2;Italy;2035;57526.6
SSP2;Italy;2040;56951.6
SSP2;Italy;2045;56415.4
SSP2;Italy;2050;55883.9
SSP2;Italy;2055;55142.9
SSP2;Italy;2060;54225
SSP2;Italy;2065;53187.2
SSP2;Italy;2070;52195.1
